Date,Sentiment_Index
24/02/2023,150.43
27/02/2023,150.64
28/02/2023,149.88
01/03/2023,149.49
02/03/2023,150.7
03/03/2023,152.71
06/03/2023,152.7
07/03/2023,150.46
08/03/2023,150.47
09/03/2023,148.09
10/03/2023,146.11
13/03/2023,146.07
14/03/2023,147.9
15/03/2023,146.47
16/03/2023,147.99
17/03/2023,146.14
20/03/2023,147.94
21/03/2023,149.1
22/03/2023,146.54
23/03/2023,146.67
24/03/2023,147.77
27/03/2023,148.4
28/03/2023,148.31
29/03/2023,149.97
30/03/2023,150.74
31/03/2023,152.64
03/04/2023,153.51
04/04/2023,152.71
05/04/2023,153.21
06/04/2023,153.27
10/04/2023,153.47
11/04/2023,153.31
12/04/2023,152.86
13/04/2023,154.82
14/04/2023,154.23
17/04/2023,154.62
18/04/2023,154.5
19/04/2023,154.71
20/04/2023,153.85
21/04/2023,154.24
24/04/2023,154.27
25/04/2023,151.83
26/04/2023,151.66
27/04/2023,154.57
28/04/2023,155.64
01/05/2023,155.47
02/05/2023,153.88
03/05/2023,152.85
04/05/2023,151.95
05/05/2023,154.59
08/05/2023,154.6
09/05/2023,153.83
10/05/2023,154.12
11/05/2023,153.46
12/05/2023,153.44
15/05/2023,153.68
16/05/2023,152.18
17/05/2023,153.53
18/05/2023,154.29
19/05/2023,154.42
22/05/2023,153.97
23/05/2023,152.42
24/05/2023,151.34
25/05/2023,151
26/05/2023,152.14
30/05/2023,151.82
31/05/2023,151.43
01/06/2023,152.63
02/06/2023,154.85
05/06/2023,154.42
06/06/2023,154.58
07/06/2023,153.55
08/06/2023,154.55
09/06/2023,154.7
12/06/2023,156.17
13/06/2023,156.79
14/06/2023,156.78
15/06/2023,158.83
16/06/2023,157.98
20/06/2023,157
21/06/2023,156.24
22/06/2023,157.21
23/06/2023,156.07
26/06/2023,155.36
27/06/2023,156.87
28/06/2023,156.94
29/06/2023,157.51
30/06/2023,159.37
