Date,sp500_price,implied_vol,treasury,sp500_vol,Sentiment_Index
2018-03-15,2747.330078125,16.59000015258789,1.7330000400543213,3543710000.0,101.84
2018-03-16,2752.010009765625,15.800000190734863,1.7380000352859497,5429140000.0,102.16
2018-03-19,2712.919921875,19.020000457763672,1.7280000448226929,3327460000.0,100.76
2018-03-20,2716.93994140625,18.200000762939453,1.7580000162124634,3272590000.0,101.0
2018-03-21,2711.929931640625,17.860000610351562,1.7100000381469727,3434780000.0,100.95
2018-03-22,2643.68994140625,23.34000015258789,1.6829999685287476,3765460000.0,98.44
2018-03-23,2588.260009765625,24.8700008392334,1.687999963760376,3829380000.0,96.47
2018-03-26,2658.550048828125,21.030000686645508,1.7050000429153442,3538080000.0,99.15
2018-03-27,2612.6201171875,22.5,1.7330000400543213,3761320000.0,97.51
2018-03-28,2605.0,22.8700008392334,1.6950000524520874,3875720000.0,97.24
2018-03-29,2640.8701171875,19.969999313354492,1.6699999570846558,3572360000.0,98.54
2018-04-02,2581.8798828125,23.6200008392334,1.6829999685287476,3635780000.0,96.27
2018-04-03,2614.449951171875,21.100000381469727,1.7130000591278076,3395840000.0,97.54
2018-04-04,2644.68994140625,20.059999465942383,1.6679999828338623,3369230000.0,98.71
2018-04-05,2662.840087890625,18.940000534057617,1.6749999523162842,3230430000.0,99.1
2018-04-06,2604.469970703125,21.489999771118164,1.6799999475479126,3312390000.0,96.95
2018-04-09,2613.159912109375,21.770000457763672,1.6749999523162842,3076140000.0,97.29
2018-04-10,2656.8701171875,20.469999313354492,1.6950000524520874,3579130000.0,98.99
2018-04-11,2642.18994140625,20.239999771118164,1.6929999589920044,3054520000.0,98.47
2018-04-12,2663.989990234375,18.489999771118164,1.7050000429153442,3045330000.0,99.24
2018-04-13,2656.300048828125,17.40999984741211,1.718000054359436,2988540000.0,99.1
2018-04-16,2677.840087890625,16.559999465942383,1.7130000591278076,3020740000.0,100.0
2018-04-17,2706.389892578125,15.25,1.7549999952316284,3286190000.0,100.83
2018-04-18,2708.639892578125,15.600000381469727,1.7699999809265137,3412030000.0,100.98
2018-04-19,2693.1298828125,15.960000038146973,1.7829999923706055,3375120000.0,100.07
2018-04-20,2670.139892578125,16.8799991607666,1.7649999856948853,3428260000.0,99.43
2018-04-23,2670.2900390625,16.34000015258789,1.7829999923706055,3030390000.0,99.58
2018-04-24,2634.56005859375,18.020000457763672,1.8229999542236328,3716020000.0,98.39
2018-04-25,2639.39990234375,17.84000015258789,1.815000057220459,3563680000.0,98.52
2018-04-26,2666.93994140625,16.239999771118164,1.784999966621399,3690920000.0,99.53
2018-04-27,2669.909912109375,15.40999984741211,1.7699999809265137,3234510000.0,99.67
2018-04-30,2648.050048828125,15.930000305175781,1.7630000114440918,3749510000.0,98.58
2018-05-01,2654.800048828125,15.489999771118164,1.809999942779541,3562820000.0,98.55
2018-05-02,2635.669921875,15.970000267028809,1.784999966621399,4047020000.0,97.63
2018-05-03,2629.72998046875,15.899999618530273,1.7879999876022339,3867530000.0,97.42
2018-05-04,2663.419921875,14.770000457763672,1.7929999828338623,3335260000.0,98.31
2018-05-07,2672.6298828125,14.75,1.7929999828338623,3266810000.0,98.74
2018-05-08,2671.919921875,14.710000038146973,1.8350000381469727,3745100000.0,98.8
2018-05-09,2697.7900390625,13.420000076293945,1.8450000286102295,3913650000.0,99.91
2018-05-10,2723.070068359375,13.229999542236328,1.8450000286102295,3380640000.0,100.76
2018-05-11,2727.719970703125,12.649999618530273,1.8600000143051147,2874850000.0,101.07
2018-05-14,2730.1298828125,12.930000305175781,1.8550000190734863,2994360000.0,101.27
2018-05-15,2711.449951171875,14.630000114440918,1.875,3291190000.0,100.53
2018-05-16,2722.4599609375,13.420000076293945,1.8650000095367432,3248480000.0,100.91
2018-05-17,2720.1298828125,13.430000305175781,1.8630000352859497,3478150000.0,100.84
2018-05-18,2712.969970703125,13.420000076293945,1.8550000190734863,3383270000.0,100.5
2018-05-21,2733.010009765625,13.079999923706055,1.8630000352859497,3053480000.0,101.27
2018-05-22,2724.43994140625,13.220000267028809,1.8930000066757202,3384140000.0,100.91
2018-05-23,2733.2900390625,12.579999923706055,1.8730000257492065,3333160000.0,101.32
2018-05-24,2727.760009765625,12.529999732971191,1.8600000143051147,3285750000.0,101.06
2018-05-25,2721.330078125,13.220000267028809,1.8530000448226929,3015260000.0,100.7
2018-05-29,2689.860107421875,17.020000457763672,1.840000033378601,3743310000.0,99.6
2018-05-30,2724.010009765625,14.9399995803833,1.878000020980835,3566490000.0,100.99
2018-05-31,2705.27001953125,15.430000305175781,1.8700000047683716,4241100000.0,100.3
2018-06-01,2734.6201171875,13.460000038146973,1.8680000305175781,3694310000.0,101.5
2018-06-04,2746.8701171875,12.739999771118164,1.8650000095367432,3410090000.0,101.95
2018-06-05,2748.800048828125,12.399999618530273,1.902999997138977,3523550000.0,102.0
2018-06-06,2772.35009765625,11.640000343322754,1.899999976158142,3662780000.0,102.87
2018-06-07,2770.3701171875,12.130000114440918,1.8849999904632568,3742080000.0,102.58
2018-06-08,2779.030029296875,12.180000305175781,1.8799999952316284,3138850000.0,102.84
2018-06-11,2782.0,12.350000381469727,1.8680000305175781,3262130000.0,102.94
2018-06-12,2786.85009765625,12.34000015258789,1.8880000114440918,3435700000.0,103.17
2018-06-13,2775.6298828125,12.9399995803833,1.8949999809265137,3820770000.0,102.76
2018-06-14,2782.489990234375,12.119999885559082,1.8830000162124634,3540930000.0,103.11
2018-06-15,2779.659912109375,11.979999542236328,1.8880000114440918,5451990000.0,102.92
2018-06-18,2773.75,12.3100004196167,1.8830000162124634,3316120000.0,102.73
2018-06-19,2762.590087890625,13.350000381469727,1.8980000019073486,3671160000.0,102.34
2018-06-20,2767.320068359375,12.789999961853027,1.8880000114440918,3332140000.0,102.6
2018-06-21,2749.760009765625,14.640000343322754,1.8899999856948853,3336580000.0,101.92
2018-06-22,2754.8798828125,13.770000457763672,1.8700000047683716,5468110000.0,101.95
2018-06-25,2717.070068359375,17.329999923706055,1.8530000448226929,3663280000.0,100.36
2018-06-26,2723.06005859375,15.920000076293945,1.8930000066757202,3568900000.0,100.62
2018-06-27,2699.6298828125,17.90999984741211,1.8799999952316284,3803990000.0,99.66
2018-06-28,2716.31005859375,16.850000381469727,1.8799999952316284,3461100000.0,100.34
2018-06-29,2718.3701171875,16.09000015258789,1.8799999952316284,3586800000.0,100.4
2018-07-02,2726.7099609375,15.600000381469727,1.8949999809265137,3095040000.0,100.85
2018-07-03,2713.219970703125,16.139999389648438,1.9329999685287476,1911460000.0,100.23
2018-07-05,2736.610107421875,14.970000267028809,1.909999966621399,2980160000.0,101.15
2018-07-06,2759.820068359375,13.369999885559082,1.9049999713897705,2590250000.0,102.14
2018-07-09,2784.169921875,12.6899995803833,1.9149999618530273,3070060000.0,103.08
2018-07-10,2793.840087890625,12.640000343322754,1.934999942779541,3080140000.0,103.46
2018-07-11,2774.02001953125,13.630000114440918,1.9199999570846558,2986180000.0,102.76
2018-07-12,2798.2900390625,12.579999923706055,1.9279999732971191,2834230000.0,103.82
2018-07-13,2801.31005859375,12.180000305175781,1.9279999732971191,2619790000.0,103.91
2018-07-16,2798.429931640625,12.829999923706055,1.937999963760376,2819860000.0,103.89
2018-07-17,2809.550048828125,12.0600004196167,1.975000023841858,3064920000.0,104.35
2018-07-18,2815.6201171875,12.100000381469727,1.9600000381469727,3111560000.0,104.41
2018-07-19,2804.489990234375,12.869999885559082,1.9479999542236328,3278360000.0,103.9
2018-07-20,2801.830078125,12.859999656677246,1.9329999685287476,3243250000.0,103.93
2018-07-23,2806.97998046875,12.619999885559082,1.9199999570846558,2928490000.0,104.2
2018-07-24,2820.39990234375,12.40999984741211,1.9600000381469727,3430410000.0,104.86
2018-07-25,2846.070068359375,12.289999961853027,1.9529999494552612,3584400000.0,105.89
2018-07-26,2837.43994140625,12.140000343322754,1.9450000524520874,3667290000.0,105.26
2018-07-27,2818.820068359375,13.029999732971191,1.9450000524520874,3434370000.0,104.45
2018-07-30,2802.60009765625,14.260000228881836,1.9450000524520874,3261190000.0,103.77
2018-07-31,2816.2900390625,12.829999923706055,1.9850000143051147,3906890000.0,104.12
2018-08-01,2813.360107421875,13.149999618530273,1.9780000448226929,3501350000.0,104.24
2018-08-02,2827.219970703125,12.1899995803833,1.965000033378601,3501380000.0,104.86
2018-08-03,2840.35009765625,11.640000343322754,1.9600000381469727,3043690000.0,105.32
2018-08-06,2850.39990234375,11.270000457763672,1.968000054359436,2879020000.0,105.7
2018-08-07,2858.449951171875,10.930000305175781,2.007999897003174,3185440000.0,106.05
2018-08-08,2857.699951171875,10.850000381469727,2.007999897003174,2978070000.0,106.03
2018-08-09,2853.580078125,11.270000457763672,2.005000114440918,3066180000.0,105.93
2018-08-10,2833.280029296875,13.15999984741211,2.0,3265590000.0,105.28
2018-08-13,2821.929931640625,14.779999732971191,1.9950000047683716,3173630000.0,104.92
2018-08-14,2839.9599609375,13.3100004196167,2.0329999923706055,2986500000.0,105.59
2018-08-15,2818.3701171875,14.640000343322754,2.0199999809265137,3656680000.0,104.64
2018-08-16,2840.68994140625,13.449999809265137,2.015000104904175,3232000000.0,105.53
2018-08-17,2850.1298828125,12.640000343322754,1.9950000047683716,3037640000.0,105.86
2018-08-20,2857.050048828125,12.489999771118164,1.9930000305175781,2757150000.0,106.06
2018-08-21,2862.9599609375,12.859999656677246,2.0350000858306885,3174010000.0,106.24
2018-08-22,2861.820068359375,12.25,2.0350000858306885,2701250000.0,106.34
2018-08-23,2856.97998046875,12.40999984741211,2.0329999923706055,2724450000.0,106.26
2018-08-24,2874.68994140625,11.989999771118164,2.0480000972747803,2603010000.0,106.89
2018-08-27,2896.739990234375,12.15999984741211,2.059999942779541,2865070000.0,107.7
2018-08-28,2897.52001953125,12.5,2.078000068664551,2687770000.0,107.7
2018-08-29,2914.0400390625,12.25,2.0799999237060547,2805520000.0,108.46
2018-08-30,2901.1298828125,13.529999732971191,2.058000087738037,2810450000.0,108.09
2018-08-31,2901.52001953125,12.859999656677246,2.055000066757202,2887220000.0,108.09
2018-09-04,2896.719970703125,13.15999984741211,2.068000078201294,3087420000.0,107.97
2018-09-05,2888.60009765625,13.90999984741211,2.0899999141693115,3248780000.0,107.57
2018-09-06,2878.050048828125,14.649999618530273,2.0799999237060547,3144240000.0,107.09
2018-09-07,2871.679931640625,14.880000114440918,2.0880000591278076,2976580000.0,106.86
2018-09-10,2877.1298828125,14.15999984741211,2.0829999446868896,2751100000.0,107.03
2018-09-11,2887.889892578125,13.220000267028809,2.1080000400543213,2904500000.0,107.6
2018-09-12,2888.919921875,13.140000343322754,2.1050000190734863,3341280000.0,107.61
2018-09-13,2904.179931640625,12.369999885559082,2.0929999351501465,3274090000.0,108.35
2018-09-14,2904.97998046875,12.069999694824219,2.1029999256134033,3179410000.0,108.27
2018-09-17,2888.800048828125,13.680000305175781,2.1080000400543213,2967980000.0,107.43
2018-09-18,2904.31005859375,12.789999961853027,2.125,3091190000.0,108.11
2018-09-19,2907.949951171875,11.75,2.119999885559082,3302460000.0,108.01
2018-09-20,2930.75,11.800000190734863,2.118000030517578,3406520000.0,108.9
2018-09-21,2929.669921875,11.680000305175781,2.122999906539917,5652470000.0,108.82
2018-09-24,2919.3701171875,12.199999809265137,2.122999906539917,3392030000.0,108.83
2018-09-25,2915.56005859375,12.420000076293945,2.1679999828338623,3330880000.0,108.89
2018-09-26,2905.969970703125,12.890000343322754,2.1600000858306885,3417540000.0,108.64
2018-09-27,2914.0,12.40999984741211,2.140000104904175,3101360000.0,109.13
2018-09-28,2913.97998046875,12.119999885559082,2.1500000953674316,3461680000.0,109.22
2018-10-01,2924.590087890625,12.0,2.1549999713897705,3375890000.0,109.72
2018-10-02,2923.429931640625,12.050000190734863,2.174999952316284,3432620000.0,109.72
2018-10-03,2925.510009765625,11.609999656677246,2.1700000762939453,3625510000.0,109.76
2018-10-04,2901.610107421875,14.220000267028809,2.1700000762939453,3510370000.0,108.55
2018-10-05,2885.570068359375,14.819999694824219,2.1649999618530273,3340820000.0,107.89
2018-10-08,2884.429931640625,15.6899995803833,2.1649999618530273,3381820000.0,107.6
2018-10-09,2880.340087890625,15.949999809265137,2.184999942779541,3531690000.0,107.67
2018-10-10,2785.679931640625,22.959999084472656,2.2200000286102295,4554260000.0,103.8
2018-10-11,2728.3701171875,24.979999542236328,2.2149999141693115,4914090000.0,101.72
2018-10-12,2767.1298828125,21.309999465942383,2.2179999351501465,4024010000.0,103.59
2018-10-15,2750.7900390625,21.299999237060547,2.2300000190734863,3327160000.0,102.7
2018-10-16,2809.919921875,17.6200008392334,2.259999990463257,3460260000.0,105.11
2018-10-17,2809.2099609375,17.399999618530273,2.259999990463257,3347090000.0,104.98
2018-10-18,2768.780029296875,20.059999465942383,2.255000114440918,3639300000.0,103.35
2018-10-19,2767.780029296875,19.889999389648438,2.259999990463257,3593940000.0,103.15
2018-10-22,2755.8798828125,19.639999389648438,2.257999897003174,3331270000.0,102.89
2018-10-23,2740.68994140625,20.709999084472656,2.2899999618530273,4373710000.0,102.19
2018-10-24,2656.10009765625,25.229999542236328,2.2850000858306885,4738670000.0,98.6
2018-10-25,2705.570068359375,24.219999313354492,2.2799999713897705,4663930000.0,100.71
2018-10-26,2658.68994140625,24.15999984741211,2.2730000019073486,4804330000.0,98.78
2018-10-29,2641.25,24.700000762939453,2.259999990463257,4701260000.0,97.52
2018-10-30,2682.6298828125,23.350000381469727,2.2829999923706055,5125600000.0,98.85
2018-10-31,2711.739990234375,21.229999542236328,2.2780001163482666,5133380000.0,100.19
2018-11-01,2740.3701171875,19.34000015258789,2.2699999809265137,4730250000.0,101.35
2018-11-02,2723.06005859375,19.510000228881836,2.2730000019073486,4261230000.0,100.46
2018-11-05,2738.31005859375,19.959999084472656,2.2679998874664307,3650910000.0,100.76
2018-11-06,2755.449951171875,19.90999984741211,2.309999942779541,3543800000.0,101.42
2018-11-07,2813.889892578125,16.360000610351562,2.309999942779541,3929080000.0,103.58
2018-11-08,2806.830078125,16.719999313354492,2.302999973297119,3673550000.0,103.39
2018-11-09,2781.010009765625,17.360000610351562,2.299999952316284,4029030000.0,102.86
2018-11-12,2726.219970703125,20.450000762939453,2.299999952316284,3701570000.0,101.32
2018-11-13,2722.179931640625,20.020000457763672,2.2950000762939453,4112820000.0,100.93
2018-11-14,2701.580078125,21.25,2.325000047683716,4449060000.0,100.25
2018-11-15,2730.199951171875,19.979999542236328,2.309999942779541,4204960000.0,101.1
2018-11-16,2736.27001953125,18.139999389648438,2.299999952316284,3996970000.0,101.67
2018-11-19,2690.72998046875,20.100000381469727,2.299999952316284,3806940000.0,100.37
2018-11-20,2641.889892578125,22.479999542236328,2.3350000381469727,4370820000.0,98.46
2018-11-21,2649.929931640625,20.799999237060547,2.3499999046325684,3237400000.0,98.56
2018-11-23,2632.56005859375,21.520000457763672,2.3480000495910645,1651680000.0,98.18
2018-11-26,2673.449951171875,18.899999618530273,2.3429999351501465,3523520000.0,99.36
2018-11-27,2682.169921875,19.020000457763672,2.3529999256134033,3494380000.0,99.97
2018-11-28,2743.7900390625,18.489999771118164,2.3350000381469727,3984540000.0,102.05
2018-11-29,2737.800048828125,18.790000915527344,2.309999942779541,3599200000.0,101.87
2018-11-30,2760.169921875,18.06999969482422,2.308000087738037,4668310000.0,102.86
2018-12-03,2790.3701171875,16.440000534057617,2.2880001068115234,4221580000.0,103.63
2018-12-04,2700.06005859375,20.739999771118164,2.365000009536743,4515710000.0,100.89
2018-12-06,2695.949951171875,21.190000534057617,2.3529999256134033,5180430000.0,100.72
2018-12-07,2633.080078125,23.229999542236328,2.3399999141693115,4242240000.0,98.57
2018-12-10,2637.719970703125,22.639999389648438,2.3299999237060547,4162880000.0,98.79
2018-12-11,2636.780029296875,21.760000228881836,2.369999885559082,3963440000.0,98.86
2018-12-12,2651.070068359375,21.459999084472656,2.375,4029300000.0,99.35
2018-12-13,2650.5400390625,20.649999618530273,2.36299991607666,3978340000.0,99.31
2018-12-14,2599.949951171875,21.6299991607666,2.368000030517578,4064370000.0,97.19
2018-12-17,2545.93994140625,24.520000457763672,2.3399999141693115,4661420000.0,95.16
2018-12-18,2546.159912109375,25.579999923706055,2.328000068664551,4519190000.0,94.92
2018-12-19,2506.9599609375,25.579999923706055,2.3380000591278076,5152830000.0,93.72
2018-12-20,2467.419921875,28.3799991607666,2.3350000381469727,5619780000.0,92.17
2018-12-21,2416.6201171875,30.110000610351562,2.3299999237060547,7657890000.0,90.37
2018-12-24,2351.10009765625,36.06999969482422,2.3329999446868896,2613670000.0,87.93
2018-12-26,2467.699951171875,30.40999984741211,2.380000114440918,4249740000.0,92.07
2018-12-27,2488.830078125,29.959999084472656,2.3480000495910645,4139010000.0,92.92
2018-12-28,2485.739990234375,28.34000015258789,2.328000068664551,3728440000.0,92.76
2018-12-31,2506.85009765625,25.420000076293945,2.299999952316284,3461920000.0,93.54
2019-01-02,2510.030029296875,23.219999313354492,2.365000009536743,3733160000.0,93.58
2019-01-03,2447.889892578125,25.450000762939453,2.3550000190734863,3858830000.0,91.57
2019-01-04,2531.93994140625,21.3799991607666,2.3580000400543213,4234140000.0,94.68
2019-01-07,2549.68994140625,21.399999618530273,2.3529999256134033,4133120000.0,95.15
2019-01-08,2574.409912109375,20.469999313354492,2.4000000953674316,4120060000.0,96.01
2019-01-09,2584.9599609375,19.979999542236328,2.390000104904175,4088740000.0,96.35
2019-01-10,2596.639892578125,19.5,2.375,3721300000.0,96.71
2019-01-11,2596.260009765625,18.190000534057617,2.369999885559082,3447460000.0,96.64
2019-01-14,2582.610107421875,19.06999969482422,2.359999895095825,3689370000.0,95.95
2019-01-15,2610.300048828125,18.600000381469727,2.382999897003174,3601180000.0,96.99
2019-01-16,2616.10009765625,19.040000915527344,2.36299991607666,3882180000.0,96.88
2019-01-17,2635.9599609375,18.059999465942383,2.3550000190734863,3802410000.0,97.64
2019-01-18,2670.7099609375,17.799999237060547,2.3480000495910645,4009010000.0,99.0
2019-01-22,2632.89990234375,20.799999237060547,2.3450000286102295,3923950000.0,97.74
2019-01-23,2638.699951171875,19.520000457763672,2.3529999256134033,3358770000.0,98.08
2019-01-24,2642.330078125,18.889999389648438,2.305000066757202,3449230000.0,98.03
2019-01-25,2664.760009765625,17.420000076293945,2.328000068664551,3821000000.0,98.56
2019-01-28,2643.85009765625,18.8700008392334,2.3329999446868896,3630820000.0,97.72
2019-01-29,2640.0,19.1299991607666,2.365000009536743,3518070000.0,97.64
2019-01-30,2681.050048828125,17.65999984741211,2.365000009536743,3883270000.0,99.02
2019-01-31,2704.10009765625,16.56999969482422,2.3399999141693115,4953800000.0,99.77
2019-02-01,2706.530029296875,16.139999389648438,2.3399999141693115,3782490000.0,99.94
2019-02-04,2724.8701171875,15.729999542236328,2.3350000381469727,3369450000.0,100.49
2019-02-05,2737.699951171875,15.569999694824219,2.365000009536743,3597620000.0,100.84
2019-02-06,2731.610107421875,15.380000114440918,2.365000009536743,3486590000.0,100.6
2019-02-07,2706.050048828125,16.3700008392334,2.3550000190734863,4114040000.0,99.72
2019-02-08,2707.8798828125,15.720000267028809,2.365000009536743,3649510000.0,99.81
2019-02-11,2709.800048828125,15.970000267028809,2.375,3395330000.0,99.84
2019-02-12,2744.72998046875,15.430000305175781,2.378000020980835,3843020000.0,101.25
2019-02-13,2753.030029296875,15.649999618530273,2.372999906539917,3684910000.0,101.59
2019-02-14,2745.72998046875,16.219999313354492,2.372999906539917,3845390000.0,101.37
2019-02-15,2775.60009765625,14.90999984741211,2.369999885559082,3648680000.0,102.35
2019-02-19,2779.760009765625,14.880000114440918,2.372999906539917,3535270000.0,102.56
2019-02-20,2784.699951171875,14.020000457763672,2.382999897003174,3904830000.0,102.47
2019-02-21,2774.8798828125,14.460000038146973,2.3949999809265137,3598260000.0,102.09
2019-02-22,2792.669921875,13.510000228881836,2.3929998874664307,3429350000.0,102.94
2019-02-25,2796.110107421875,14.850000381469727,2.3929998874664307,3860260000.0,102.86
2019-02-26,2793.89990234375,15.170000076293945,2.4000000953674316,3676200000.0,102.83
2019-02-27,2792.3798828125,14.699999809265137,2.3929998874664307,3771790000.0,102.64
2019-02-28,2784.489990234375,14.779999732971191,2.382999897003174,4445780000.0,102.31
2019-03-01,2803.68994140625,13.569999694824219,2.378000020980835,3994950000.0,103.22
2019-03-04,2792.81005859375,14.630000114440918,2.375,3949730000.0,102.78
2019-03-05,2789.64990234375,14.739999771118164,2.4000000953674316,3631380000.0,102.74
2019-03-06,2771.449951171875,15.739999771118164,2.4049999713897705,3800180000.0,102.05
2019-03-07,2748.929931640625,16.59000015258789,2.3949999809265137,3932150000.0,101.24
2019-03-08,2743.070068359375,16.049999237060547,2.3929998874664307,3424300000.0,100.95
2019-03-11,2783.300048828125,14.329999923706055,2.380000114440918,3764850000.0,102.45
2019-03-12,2791.52001953125,13.770000457763672,2.3949999809265137,3432340000.0,102.84
2019-03-13,2810.919921875,13.40999984741211,2.388000011444092,3782250000.0,103.51
2019-03-14,2808.47998046875,13.5,2.388000011444092,3505670000.0,103.36
2019-03-15,2822.47998046875,12.880000114440918,2.388000011444092,5969780000.0,103.81
2019-03-18,2832.93994140625,13.100000381469727,2.384999990463257,3620770000.0,104.02
2019-03-19,2832.570068359375,13.5600004196167,2.4049999713897705,3650740000.0,104.09
2019-03-20,2824.22998046875,13.90999984741211,2.4079999923706055,3779160000.0,104.15
2019-03-21,2854.8798828125,13.630000114440918,2.4079999923706055,3612620000.0,105.39
2019-03-22,2800.7099609375,16.479999542236328,2.3980000019073486,4253730000.0,103.59
2019-03-25,2798.360107421875,16.329999923706055,2.390000104904175,3406110000.0,103.5
2019-03-26,2818.4599609375,14.680000305175781,2.4049999713897705,3288570000.0,104.21
2019-03-27,2805.3701171875,15.149999618530273,2.378000020980835,3422400000.0,103.7
2019-03-28,2815.43994140625,14.430000305175781,2.369999885559082,3185460000.0,103.9
2019-03-29,2834.39990234375,13.710000038146973,2.328000068664551,3752520000.0,104.64
2019-04-01,2867.18994140625,13.399999618530273,2.322999954223633,3560090000.0,105.68
2019-04-02,2867.239990234375,13.359999656677246,2.369999885559082,3267210000.0,105.66
2019-04-03,2873.39990234375,13.739999771118164,2.372999906539917,3570000000.0,105.83
2019-04-04,2879.389892578125,13.579999923706055,2.369999885559082,3038740000.0,106.02
2019-04-05,2892.739990234375,12.819999694824219,2.369999885559082,3155970000.0,106.57
2019-04-08,2895.77001953125,13.180000305175781,2.365000009536743,3056460000.0,106.68
2019-04-09,2878.199951171875,14.279999732971191,2.365000009536743,3032480000.0,106.04
2019-04-10,2888.2099609375,13.300000190734863,2.36299991607666,3092230000.0,106.41
2019-04-11,2888.320068359375,13.020000457763672,2.365000009536743,2970650000.0,106.32
2019-04-12,2907.409912109375,12.010000228881836,2.375,3726050000.0,106.85
2019-04-15,2905.580078125,12.319999694824219,2.359999895095825,3114530000.0,106.83
2019-04-16,2907.06005859375,12.180000305175781,2.378000020980835,3403120000.0,106.73
2019-04-17,2900.449951171875,12.600000381469727,2.380000114440918,3648100000.0,106.31
2019-04-18,2905.030029296875,12.09000015258789,2.365000009536743,3507100000.0,106.51
2019-04-22,2907.969970703125,12.420000076293945,2.375,3010130000.0,106.81
2019-04-23,2933.679931640625,12.279999732971191,2.390000104904175,3674480000.0,107.9
2019-04-24,2927.25,13.140000343322754,2.375,3468480000.0,107.68
2019-04-25,2926.169921875,13.25,2.365000009536743,3440010000.0,107.68
2019-04-26,2939.8798828125,12.729999542236328,2.359999895095825,3264390000.0,108.01
2019-04-29,2943.030029296875,13.109999656677246,2.359999895095825,3150390000.0,107.92
2019-04-30,2945.830078125,13.119999885559082,2.368000030517578,3939760000.0,108.05
2019-05-01,2923.72998046875,14.800000190734863,2.36299991607666,3669330000.0,106.86
2019-05-02,2917.52001953125,14.420000076293945,2.372999906539917,3802290000.0,106.62
2019-05-03,2945.639892578125,12.869999885559082,2.368000030517578,3357180000.0,107.74
2019-05-06,2932.469970703125,15.4399995803833,2.36299991607666,3203260000.0,107.38
2019-05-07,2884.050048828125,19.31999969482422,2.368000030517578,3793060000.0,105.64
2019-05-08,2879.419921875,19.399999618530273,2.369999885559082,3543110000.0,105.53
2019-05-09,2870.719970703125,19.100000381469727,2.369999885559082,3659050000.0,105.29
2019-05-10,2881.39990234375,16.040000915527344,2.369999885559082,3566780000.0,105.73
2019-05-13,2811.8701171875,20.549999237060547,2.3499999046325684,3900270000.0,103.36
2019-05-14,2834.409912109375,18.059999465942383,2.3529999256134033,3354860000.0,104.06
2019-05-15,2850.9599609375,16.440000534057617,2.3499999046325684,3140900000.0,104.81
